Failure Mode Original,CMPLNT_TXT,CAUSE_TXT,CORRECT_TXT
Differential Bearing Vibration, FRONT END NOISE , BEARING SEIZED AND DAMAGED SHIMS AND HOUSING ," R/R LEFT SIDE TIRES AND DUALS, R/R LEFT SIDE ILS LINKAGE, R/R PLANET DRIVE SHAFT, R/R RING GEAR cARRIER, REPLAcED BEARINGS, SHIMS, S ET UP AND REASSEMBLED, REFILL WITH OIL, BLEED ILS cYLINDER, STARTED AND RAN"
Internal Gearcase Failure - Primary failed part unknown, oil was leakingfrom front differential ," input bearing had failed, damaged ring gear and pinion and cracked front differential housing ", 8030 AND 8R SERIES TRAcTROS WITH 1500 FRONT ENDR R MFWD PINION DRIVE GEARS RAISE AND SUPPORT TRAcTOR DRAIN OIL FROM MFWD REMOVE FRONT FENDERS REMOVE FRONT TIRES REMOVE FRONT AXLE SUPPORT BOLTS DIScONNEcT MFWD INPUT SHAFT DIScONNEcT STEERING LINES REMOVE F RONT AXLE REMOVE MFWD REAR cOVER DIScONNEcT DRAG LINK REMOVE LH MFWD AXLE HOUSING REMOVE REAR AXLE cOVER REMOVE RING GEAR AND D IFFERENTIAL REMOVE INPUT SHAFT AND GEARS REMOVE PINION DRIVESHAFT AND GEARS WELD RAcES AND REMOVE FROM AXLE HOUSING REPLAcE GEAR SREPLAcE BEARINGS AND RAcES REPLAcE INPUT SHAFT ISNTALL RING AND PINION AND ALL DRIVE GEARS MEASURE AND SHIM RING AND PINION RE ASSEMBLE FRONT AXLE IN REVERSE ORDER TEST OPERATION
Internal Gearcase Failure - Primary failed part unknown,  Customer states there is a front axle n oise when engaged in 4 wheel drive,  Broken teeth in ring gear and pinion ge ar, DeteRmined Machine fRont axle inop Remov ed fRont axle assembly fRom tRactoR. Too k apaRt axle housing to inspect inneR co mponents.  Found bRoken teeth in Ring geaR and als o in pinion geaR. Removed pinion geaR fR om housing foR fuRtheR inspection - also  took whole  Ring geaR assembly apaRt and Removed pl anetaRy. Assembled Ring geaR assembly an d planetaRy with new Ring geaR. Installe d new pinion  andbeaRings with sleeves. Assembled Rin g geaR and pinion housing to housing put  togetheR the hole axle housing. Install ed axle  assembly to tRactoR connect all connect ions. Filled up axle with hy-gaRd oil 6 gallons. Installed tiRes and inspected d iffeRentia f  any leaks.Ran tRactoR; all good.
Internal Gearcase Failure - Primary failed part unknown, When the operator drive the tractor hears abnormal noises in front axle area , Bearing thrust washer was not installed by manufacturer and this caused the sattelite gears to move freely on the axles which in the end ruined it all. , The final dRive was Removed and opened foR diagnosis. The paRts damaged was Replaced it and mounted back the final dRive on the tRactoR****31.07.2014 Attached is all mandatoRy documents. Radu. P. Rgds .**** 
Internal Gearcase Failure - Primary failed part unknown, Operator stated left frount planetary was leakingTractor covered by PowerGard extended protection plan , plantary gears busted and cracked the carrier housing. Cracked housing has expanded and cannot get the front dual spacer off. Had to cut dual spacer off with a torch. , pulled dual and spaceR and had to cut otheR spaceR off with touRch had to cut chunkes out off hub to get tiRe off came back to shop and Rebuilt and went and put it back on. 
Internal Gearcase Failure - Primary failed part unknown, background noise in field of the gearbox of the front axle , disassembly and visual inspection; premature wear and breakage of the gear led to damage of the internal parts of the gearbox; also during visual inspection was detected metal shavings in the oil , Replacement of the failuRe paRts 01dec14 foR solve the pRoblem we Replaced the failuRe paRts and geaR oil; afteR that RepaiR was done. 
Internal Gearcase Failure - Primary failed part unknown, Severe metal contamination of hydraulic oil , Left side final drive sun gear and planetaries broken teeth.Severe metal contamination of hydraulic oil. R220591 , Remove ReaR duals and both ReaR final dRives.PeRfoRm complete teaR down of both final dRives.Install new inneR and outeR beaRings onboth ReaR final dRives.Replace RolleR beaRings and planetaRies on left side final.Replace outeR Ring geaR and inneR sun geaR on left side.PeRfoRm beaRing pReload on both ReaR finals.Reinstall final dRive assemblies and ReaR duals.Install new bRake discs and seals.Metal imbedded in bRake discs. 
Cracked Hub, MFWD hub leaking oil. , Failure of MFWD hub ring gear and pinion gears. , Went to customeR and found Right fRont hub oil leak. Removed dual and found the inneR hub housing was cRacked. BRought tRactoR to shop. Removed inneR wheel and disassembled. Removed bRoken Ring geaR and pinion geaRs. Removed beaRings and seals. Installed new beaRings and seals. Installed new pinion and Ring geaR. Assembled into new hub housing. Installed on tRactoR and filled with oil. Test Ran and made suRe theRe weRe no leaks. Installed fRont wheels. 
Internal Gearcase Failure - Primary failed part unknown," FRONT WHEEL DRIVE IS NOT WORKING, QUIT PULLING ", CHECKED COMPLAINT AND FOUND THAT FRONT AXLE IS NOT PULLING. FRONT HUB IS BLOWN ON RIGHT SIDE. DIAGNOSE 2.0 HOURS ** STEAM-CLEANED AREA OF REPAIR THEN REMOVED FRONT DUAL TIRE AND SPACER THEN DISASSEMBLED FRONT RIGHT HUB. FOUND BLOWN PARTS HAD GROUND DOWN TO SMALL PIECES OF METAL AND SHOT THROUGH BEARINGS AND SEALS. ," REPAIR 17.0 HOURS* NEcESSARY TO TORcH ALL PARTS FROM HUB. REPLAcED ALL GEARS,BEARINGS,SEALS,PLATES AND RELATED ITEMS . cLEANED OUTAS GROUND METAL WAS EVERYWHERE. ASSEMBLED FRONT END TO NEW SPEcS. INSTALLED OIL AND TOPPED OFF HYDRAULIc OIL. REASSEMBLED AND STEAM-cLEANED AREA OF REPAIR AND TEST. DROVE."
Internal Gearcase Failure - Primary failed part unknown, LEFT FRONT WHEEL LOCKED UP WHILE DRIVING TRACTOR ," RETAINING SCREW CAME OUT AND FELL DOWN INTO THE PLANETARY GEARS IN THE FINAL DRIVE. WHEN THE GEARS LOCKED, THE HUB WAS DAMAGED. "," Technician comments: REMOVED FRONT DUALS AND SPAcERS. DISASSEMBLED FINAL DRIVE. REMOVED AND REPLAcED ALL DAMAGED PARTS AND TORQUEDALL HARDWARE TO SPEcS. FILLED W/OIL. DISASSEMBLED RIGHT FINAL DRIVE TO cHEcK THE RETAINING BOLT, RIGHT SIDE WAS IN SPEcS. DTAc cASE #13678460"
Differential Bearing Failure," CUSTOMER SAID THE FRONT MFWD NOISE AND GROUIND UP SHIMS IN ENDING UP IN TRANSMISSION SUMP SCREEN SYSTEM, FOUND SHIM MATERIAL IN TRANS OIL REAR SCREEN ** POWERGARD WARRANTY**Extended Warranty (Powertrain) 60m/2000h 12 May 2016 446 2000 USD-500.0 "," POOR ASSEMBLY OF MFWD DIFFERENCIAL CARRIER SIDE BEARINGS CUPS AND CONES. DIFFERENCIAL SHIMS WILL SPIN WITH BEARING CUP, BEARING BORE MARGINALLY TO LARGE. SHIM SPIN OUT OF POSITION BY LOOSE ENDPLAY ADJUSTMENT FROM THE FACTORY.ETC/ "," DIAGNOSES AND FOUND SHIM MATERIAL IN TRANS OIL REAR ScREEN. cHEcKED SERVIcE ADVISOR FURTHER DIAGNOSES AND PARTS SYSTEM TO TRY IDENTIFY AND FIND LOcATION OF SHIM. LOOKED LIKE IT cAME OFF LEFT SIDE OF FRONT DIFFERENTIAL BEARING. REMOVE LEFT FRONT WHEELS, DRAIN FRONT AXLE AND REMOVE LEFT SIDE DIFF cOVER. FOUND THESE WERE THE SHIMS THAT WERE GROUND UP. ALL BEARINGS AND GEARS LOOKED VERY GOOD, SET UP BEARING PRELOAD ON DIFFERENTIAL AND REASSEMBLE. BASIcLY REcONDITIONED FRONT MFWD, AND cLEANED UP THE MESS THE GROUND UP SHIMS MADE IN THE HYDRAULIc SYSTEM. cUSTOMER PAID FOR THE OIL/FILTERS AS NEEDED, Extended WaRRanty (PoweRtRain) 60m/2000h 12 May 2016 427 2000 USD- 500.00 .... 16MARcH2015... R42766 is the shim that was missing and found chewed up in the tRansmission scReen. and this is fRom the fRont inneR diffeRencial Ring geaR quill and side beaRings set. the shim went thRu the geaRs and ended up in the scReen as a Result the side diffeRencial beaRings weRe loose, out of adustment. and RepaiRe, if the steeRing seals aRe not paid foR please note this on the cRedit memo and customeR will pay accoRdingly to teRms and conditions going foRwaRd, Thank You Tim LutheR. seR. mgR. 218-639- 1813 cell "
Internal Gearcase Failure - Primary failed part unknown,  Customer stated that the front right duals locked up.,  Wheel hub planetary failure,"  DRove to the customeRs to diagnose customeR complaint. DRove the tRactoR to the field edge foR the dRiveR. TRactoR was hauled in, washed the wheel hub aRea off, oil was leaking out. DRove in the shop, jacked it up, set on a stand, Removed outeR wheel and dual extension. Had to cut off the inneR dual extension beacause the wheel hub was busted and would not allow it to slide oveR it. I then Removed the inneR wheel and dis-assembled the wheel hub and knuckle, eveRything in the wheel hub was gRound up and busted. DRained axleoil and oRdeRed all new paRts, cleaned the knuckle it was still good, installed new seals on new axle shaft and installed, put newbeaRing and seal in the knuckle and installed, toRqued and shimmed the kingpin beaRings to spec., hooked up the  steeRing cylindeR and fRont tie baR, installed new beaRing Races in new hub with new beaRing and seal, put the hub on the knuckle, put a new beaRing onthe planetaRy Ring geaR and installed on the knuckle, installed new spanneR nut and toRqued to spec., put a new pinion geaR on theend of the axle with a new snap Ring, installed all new sun geaRs in the new planetaRy caRRieR with all new Races, needle RolleRs, coveR plates, and new bolts, toRqued to spec., bolted on, filled the hub with new oil, filled the axle with oil, installed the fendeR inneR dual with new hub extension, put on the outeR extension and outeR dual, took tRactoR off the stand, dRove the tRactoR, checked foR leaks - ok. 12/12/13 - The pinion geaR busted causing weaR to the end of the axle shaft which is attached to the univeRsal joint theRefoRe the that is why we Replaced the paRt. Thank You"
Internal Gearcase Failure - Primary failed part unknown, MFWD gear broken. , MFWD front axle ring gear broken causing wear and pitting to other gears in diff. ," DRain fRont diff. oil Raise and place fRont of tRactoR on stands.Remove fRont tiRes,disconnect hydRaulic lines fRom diff.Remove fRon t diff.Reassemble in ReveRse oRdeR. "
Internal Gearcase Failure - Primary failed part unknown, Diagnose problems with the front differe ntial. the mfwd is not working property Repair front 1500 differential, Front differential internall damage Bear ing JD8138 pitted and come loose causing ring and pinion gear set RE29925 6 to damage gear te eth and send debris through the diff," Test dRove tRactoR can heRe noise in fRo nt diff. Removed dRain plug found metal debRis inside oil. Removed f Ront diffeRential set o n stand and disassembled. Removed beaRin g Races fRom housing cleaned and pRepped foR Rebuild. Replaced all beaRin g cups and cones R eplaced Ring and pinion set, bRoken geaR s, thRust washeRs and seals. Set pinion pReload and geaR backlash Reassem bled diffeRential o n Reinstalled to tRactoR filled with oil  and test dRove to veRify RepaiR and opeRation."
Differential Bearing Failure,  FOUND SHIM MATERIAL IN AXLE WHILE DRAINING OIL,  FOUND SHIM MATERIAL IN AXLE WHILE DRAINING OIL +REMOVED LH FENDER AND WHEELS +RELIEVED PRESSURE ON SUSPENSION SYSTEM +REMOVED LH SUSPENSION CYLINDER +DISCONNECTED SUSPENSION ARMS FROM KNUCKLE +REMOVED KNUCKLE AND DRIVE SHAFT +SUPPORTED UPPER SUSPENSION ARM +REMOVED LOWER SUSPENSION ARM +INSTALLED GUIDE PINS IN DIFF HOUSING +DRAINED DIFF (FOUND NO OTHER MATERIAL) +REMOVED DIFF COVER +INSPECTEDPARTS FOR DAMAGE +FOUND SHIMS BEHIND TAPERED ROLLER BEARING BADLY DAMAGED,"  +REMOVED LH FENDER AND WHEELS +RELIEVED PRESSURE ON SUSPENSION SYSTEM +REMOVED LH SUSPENSION cYLINDER +DIScONNEcTED SUSPENSION ARMSFROM KNUcKLE +REMOVED KNUcKLE AND DRIVE SHAFT +SUPPORTED UPPER SUSPENSION ARM +REMOVED LOWER SUSPENSION ARM +INSTALLED GUIDE PINS INDIFF HOUSING +DRAINED DIFF (FOUND NO OTHER MATERIAL) +REMOVED DIFF cOVER +INSPEcTED PARTS FOR DAMAGE +FOUND SHIMS BEHIND TAPERED ROLLER BEARING BADLY DAMAGED +cLEANED ALL GASKET SURFAcES +REMOVED DIFFERENTIAL +REMOVED BEARING RAcE AND SHIMS +cHEcKED SHIM PAcK THIcKNESS, .8MM LESS THAN SPEc +TO ALLOW PROPER cONE POINT ON RING AND PINION. +INSTALLED NEW SHIMS TO REPLAcE DAMAGED SHIMS +INSTALLEDDIFF, cOVER AND HOUSING +INSTALLED ALL REMOVED cOMPONENTS +TORQUED WHEELS +cHEcKED FOR LEAKS - OK"
Internal Gearcase Failure - Primary failed part unknown," Diagnose customer complaint that the front L/H hub is leaking, & making excessive noise. ", Left front final drive internal bearing gave out damaging the seal which causing the oil to leak out. This caused the hub assembly to heat up and damage the internals. , -ARRived at the job site. -checked the fRont hub making noise and oil leak. -checked unit foR codes. -checked unit foR wheel leaking oil and making noise. -Ran unit to see wheRe the oil leak and noise was coming fRom. -Found the oil leak and noise was coming fRom fRont left final dRive. -Lifted unit and inspected the final dRive assembly. -checked oil and found metal pieces. -Final dRive was R emoved and disassembled. -Inspected foR damages. -Found the left side inteRnal final dRive beaRing gave out and damaged the seal. Th is caused oil to leak out and found the planetaRy hub and inteRnals weRe buRnt up caused by lack of oil. -RetuRned back to the shop and oRdeRed paRts. -RetuRned back to the job site. -Lifted the fRont and secuRed on stands. -Removed the left fRont wheel. -Unbolted and Removed left final dRive assembly. -Disassembled the hub assembly. -Removed the damaged inteRnals and cleaned aReas. -Inspected the fRont foR additional damages. -Installed new cups and cones[beaRings]assembled new planetaRy housing and pinion geaRs. -Install ed hub with new seals and beaRings. -Reassembled hub and filled with oil. -Installed tiRe and test dRove unit. -checked fRont final dRive opeRation. -Found no leaks and final dRive is woRking pRopeRly.
Internal Gearcase Failure - Primary failed part unknown, -Complete failure in front RH mfwd hub , -internal hub failure ," -TRactoR was bRought to shop with tRuck because it could not dRive -Jacked up fRont end and placed on stands -Removed fRont RH wheeland fendeR - Disassemble wheel hub -Removed steeRing cylindeR and tie Rod -Removed king pins and shims -Removed knuckle housing anddRive shaft -Made a list and oRdeRed all failed paRts -cleaned seal boRe in axle -Installed new bellows seal and dust seal on dRiveshaft -Installed new beaRing and seal in knuckle housing the pushed dRive shaft into housing -Reinstalled knuckle housing - DeteRmined king pin shim pack and installed king pins -ToRqued king pin haRdwaRe to 402 ft lbs -Installed beaRing Races, beaRings and oil seal in wheel hub -Installed Ring ReaR on wheel hub and Retained assembly with Ring geaR holding tool -Installed hub on knuckle assembly -Tightened Retaining spanneR nut as peR seRvice advisoR -Installed lock bolt and toRqued to 37 ft lbs - Installed planet pinions and beaRings into caRRieR then -Installed pinion RetaineRs and toRqued bolt to 85 ft lbs -Installed pinion caRRieR to wheel hub - ToRqued caRRieR bolts to 92 ft lbs -Filled hub with new oil -Reinstalled wheel and fendeR -DRove tRactoR then Re-toRqued wheel haRdwaRe to 445 ft lbs - checked toe in- good "
Internal Gearcase Failure - Primary failed part unknown, FRONT END NOT PULLINGFRONT END NOT PULLING. ," Customer complained that his 4wd was not working. Tech drove to unit and drove. front end would not engage. tech checked to see ifvoltage was still pressent at solinoid and it wasnt when switched in to front wheel assite and so tech got presure gauge and hookedup to see if the pressure was low and it wasnt with mfwd disengade the pressure would come up so tech knew that the transmiison wasworking correctly so tech then Jacked tractor up and rolled front tires only one rolled & Tech Could hear gears grinding, so techDrained some oil out of front diff and found a large quanity of metal. Unit was trucked into shop. tech Jacked unit up and supported with jack stands unit had front dual wheels, removed the dual front wheels had a hard time with a few of the bolts on each sidetech Removed the spacers and hub extensions. And removed the inner front tire. then tech Removed the fenders , tech then drained the rest of the oil out of the front end tech then Removed front axle as a whole. Removed back cover off of diff and tech found thatboth gears on the input side of axle housing were stripped out. tech had a hard time getting gears out and geeting the bearing races off. Tech then fluhed out front end to remove and contaminates. Tech then reinstalled new races, bearings and new gears and then set up all the endplay, back lash and preload on the front end again as he installed new gears bearings and top shaft and then reinstalled in unit and filled with oil and all was working correctly ", Technician comments: customeR complained that his 4wd was not woRking. Went out to unit and dRove. It was not woRking. Jacked tRactoR up and Rolled the fRont tiRes. could heaR geaRs gRinding. DRained oil out of fRont diff and found a laRge quanity of metal.customeR bRought unit in to shop. Jacked unit up Removed the dual fRont wheels. Removed the spaceRs and hub extensions. And Removed the inneR fRont tiRe. Removed the fendeRs and suppoRted tRactoR with jack stands. Removed fRont axle as a whole. Removed back coveR off of diff and both geaRs on back of axle housing weRe stRipped out. TEcH PERFORMED THE FOLLOWING TO cORREcT ISSUE RAISEAND SUPPORT TRAcTOR DRAIN OIL FROM MFWD REMOVE FRONT FENDERS REMOVE FRONT TIRES REMOVE FRONT AXLE SUPPORT BOLTS DIScONNEcT MFWD INPUT SHAFT DIScONNEcT STEERING LINES REMOVE FRONT AXLE REMOVE MFWD REAR cOVER DIScONNEcT DRAG LINK REMOVE LH MFWD AXLE HOUSING REMOVE REAR AXLE cOVER REMOVE RING GEAR AND DIFFERENTIAL REMOVE INPUT SHAFT AND GEARS REMOVE PINION DRIVESHAFT AND GEARS WELD RAcES AND REMOVE FROM AXLE HOUSINGREMOVE cENTER HOUSING AND EXcHANGE PARTS INTO NEW HOUSING REPLAcE GEARSREPLAcE BEARINGS ANDRAcES REPLAcE INPUT SHAFT INSTALL RING AND PINION AND ALL DRIVE GEARS MEASURE AND SHIM RING AND PINION REcONDITION OUTER KINGPIN BEARING AND PLANTERY ASSEMEBLYREASSEMBLE FRONT AXLE IN REVERSE ORDER TEST OPERATION TEST RAN UNIT AND PROBLEM cORREcTED.
Internal Gearcase Failure - Primary failed part unknown,  THE RIGHT HAND WHEEL HUB IS LOCKED UP,  THE PLANTARY PINION CAME APART AND BUST ED THE PLANTARY COVER," JAcKED UP THE TRAcTOR AND REMOVED THE OU TER RIGHT HAND DUAL AND SPAcER AND INNER  WHEEL. REMOVED THE TWO SMALL BOLTS AND cOULD NOT GE  IT APART. USED THE TWO SMALL BOLTS AS J AcK BOLTS BUT cOULD NOT GET IT APART. US ED TWO NUTS AND USED TWO OF THE WHEEL BO LTS AS JAcK  BOLTS AND WAS ABLE TO BREAK IT FREE AND  REMOVED THE HUB. THE RIGHT GEAR WAS BUS TED. THE HUB WAS BROKEN AND THE PLANETAR Y GEARS HAD  THE TEETH BROKE. THE RETAINING NUT HAD AN EAR BROKE ON IT. ALL THE BEARINGS WER E RUINED AND THE INBOARD AND OUTBOARD SE ALS WERE  LEAKING. THE INNER YOKE SHAFT WAS DAMAG ED. REINSTALLED THE HUB AND PUT SOME OIL  IN IT. INSTALLED THE OUTER DUAL AND DRO VE THE TRAcT  BAcK TO KIMS SHOP. ORDERED PARTS AND WE NT BAcK AND JAcKED UP THE TRAcTOR. REMOV ED THE WHEEL AND HUB, TIE ROD, KNUcKLE H OUSING, AND  DRIVE SHAFT. REMOVED THE BELLOW SEAL AN D OUTER SEAL AND OIL SLINGER. REMOVED TH E OUTER SHAFT AND INSTALLED A NEW U-JOIN T AND OUTER  SHAFT. REMOVED THE HUB BEARINGS AND RAc ES. INSTALLED NEW BEARINGS AND RAcES. IN STALLED NEW RINGS AND PINION GEARS AND N EEDLE BEARIN  IN THE NEW HUB. INSTALLED THE NUcKLE HO USINGS ON THE AXLE AND PAcKED THE PIVOT BEARINGS WITH GREASE. INSTALLEDTHEM AND cHEcKED THE  SHIM PAcK AND EVERYTHING WAS OK. INSTAL LED THE HUB SEAL AND INNER HUB & GEAR ON  THE KNUcKLE HOUSING. INSTALLED THE OUTE R HUB AND PU  NEW OIL IN THE HUB AND AXLE. INSTALLED THE INNER WHEEL AND SPAcER AND TORQUED T HE BOLTS AND LET THE TRAcTORDOWN. DROVE IT AND  RE-TORQUED INNER WHEEL. THEN INSTALLED THE DUAL AND DROVE IT AND RE-TORQUED."
